"indicateur","ville","Unit","Date","Value"
"Température minimale","Lomé","°C","1961","22.2810707885305"
"Température minimale","Lomé","°C","1962","22.2580024321557"
"Température minimale","Lomé","°C","1963","22.9835317460317"
"Température minimale","Lomé","°C","1964","22.0245807069584"
"Température minimale","Lomé","°C","1965","22.5671268561188"
"Température minimale","Lomé","°C","1966","23.2050428827445"
"Température minimale","Lomé","°C","1967","22.8552528161802"
"Température minimale","Lomé","°C","1968","23.0382140650105"
"Température minimale","Lomé","°C","1969","23.3098695738749"
"Température minimale","Lomé","°C","1970","23.2692869943676"
"Température minimale","Lomé","°C","1971","22.2987999231951"
"Température minimale","Lomé","°C","1972","23.0126161784699"
"Température minimale","Lomé","°C","1973","23.4442140296979"
"Température minimale","Lomé","°C","1974","22.7129691500256"
"Température minimale","Lomé","°C","1975","22.4903385816692"
"Température minimale","Lomé","°C","1976","22.6595677295761"
"Température minimale","Lomé","°C","1977","23.5105581157194"
"Température minimale","Lomé","°C","1978","23.2661834357399"
"Température minimale","Lomé","°C","1979","23.8435867895545"
"Température minimale","Lomé","°C","1980","23.6019623655914"
"Température minimale","Lomé","°C","1981","23.6137960829493"
"Température minimale","Lomé","°C","1982","23.2980248335893"
"Température minimale","Lomé","°C","1983","22.9916237839222"
"Température minimale","Lomé","°C","1984","22.8298161537511"
"Température minimale","Lomé","°C","1985","22.6424052739375"
"Température minimale","Lomé","°C","1986","22.4470180491551"
"Température minimale","Lomé","°C","1987","24.2886962365591"
"Température minimale","Lomé","°C","1988","24.1647379804721"
"Température minimale","Lomé","°C","1989","23.6821185355863"
"Température minimale","Lomé","°C","1990","24.220359703021"
"Température minimale","Lomé","°C","1991","24.1364912954429"
"Température minimale","Lomé","°C","1992","23.8528522432332"
"Température minimale","Lomé","°C","1993","23.8547721454173"
"Température minimale","Lomé","°C","1994","23.824486047107"
"Température minimale","Lomé","°C","1995","24.2115994623656"
"Température minimale","Lomé","°C","1996","24.2315977629465"
"Température minimale","Lomé","°C","1997","23.7583333333333"
"Température minimale","Lomé","°C","1998","24.2655267537122"
"Température minimale","Lomé","°C","1999","23.7070340501792"
"Température minimale","Lomé","°C","2000","24.3166666666667"
"Température minimale","Lomé","°C","2001","24.6083333333333"
"Température minimale","Lomé","°C","2002","24.4416666666667"
"Température minimale","Lomé","°C","2003","24.7416666666667"
"Température minimale","Lomé","°C","2004","24.675"
"Température minimale","Lomé","°C","2005","24.825"
"Température minimale","Lomé","°C","2006","25.0038204045059"
"Température minimale","Lomé","°C","2007","24.9433992575525"
"Température minimale","Lomé","°C","2008","24.5833333333333"
"Température minimale","Lomé","°C","2009","24.7"
"Température minimale","Lomé","°C","2010","25.2"
"Température minimale","Lomé","°C","2011","24.6047222222222"
"Température minimale","Lomé","°C","2012","24.4063888888889"
"Température minimale","Lomé","°C","2013","24.5822222222222"
"Température minimale","Lomé","°C","2014","24.4552777777778"
"Température minimale","Lomé","°C","2015","24.4761111111111"
"Température minimale","Lomé","°C","2016","25"
"Température minimale","Lomé","°C","2017","24.8"
"Température minimale","Lomé","°C","2018","24.6527777777778"
"Température minimale","Lomé","°C","2019","25.0725"
"Température minimale","Lomé","°C","2020","24.7519444444444"
"Température minimale","Lomé","°C","2021","25.1205555555556"
"Température minimale","Lomé","°C","2022","24.6561111111111"
"Température minimale","Tabligbo","°C","1961","21.7005101126472"
"Température minimale","Tabligbo","°C","1962","21.8974332591769"
"Température minimale","Tabligbo","°C","1963","22.2998041474654"
"Température minimale","Tabligbo","°C","1964","21.6016731553578"
"Température minimale","Tabligbo","°C","1965","21.7897836661546"
"Température minimale","Tabligbo","°C","1966","22.5119911674347"
"Température minimale","Tabligbo","°C","1967","21.5375992063492"
"Température minimale","Tabligbo","°C","1968","22.2981263131875"
"Température minimale","Tabligbo","°C","1969","22.7632405273938"
"Température minimale","Tabligbo","°C","1970","22.5119911674347"
"Température minimale","Tabligbo","°C","1971","22.03797875064"
"Température minimale","Tabligbo","°C","1972","22.5716877880184"
"Température minimale","Tabligbo","°C","1973","22.911283922171"
"Température minimale","Tabligbo","°C","1974","22.1247740655402"
"Température minimale","Tabligbo","°C","1975","21.5000979262673"
"Température minimale","Tabligbo","°C","1976","21.2104838709677"
"Température minimale","Tabligbo","°C","1977","21.8836021505376"
"Température minimale","Tabligbo","°C","1978","21.7508064516129"
"Température minimale","Tabligbo","°C","1979","22.2"
"Température minimale","Tabligbo","°C","1980","22.1924731182796"
"Température minimale","Tabligbo","°C","1981","22.4260701484895"
"Température minimale","Tabligbo","°C","1982","22.1730536354327"
"Température minimale","Tabligbo","°C","1983","22.4921697388633"
"Température minimale","Tabligbo","°C","1984","22.4588712767272"
"Température minimale","Tabligbo","°C","1985","22.2630145929339"
"Température minimale","Tabligbo","°C","1986","22.1591378648234"
"Température minimale","Tabligbo","°C","1987","23.2687621607783"
"Température minimale","Tabligbo","°C","1988","22.7772129526635"
"Température minimale","Tabligbo","°C","1989","22.082996671787"
"Température minimale","Tabligbo","°C","1990","22.791283922171"
"Température minimale","Tabligbo","°C","1991","22.804571812596"
"Température minimale","Tabligbo","°C","1992","22.3732474354221"
"Température minimale","Tabligbo","°C","1993","23.0254470686124"
"Température minimale","Tabligbo","°C","1994","22.4393241167435"
"Température minimale","Tabligbo","°C","1995","22.75943484383"
"Température minimale","Tabligbo","°C","1996","22.9734828822148"
"Température minimale","Tabligbo","°C","1997","22.7860407066052"
"Température minimale","Tabligbo","°C","1998","23.2753748677675"
"Température minimale","Tabligbo","°C","1999","22.7232238863287"
"Température minimale","Tabligbo","°C","2000","22.7851770485725"
"Température minimale","Tabligbo","°C","2001","23.0833333333333"
"Température minimale","Tabligbo","°C","2002","23.0333333333333"
"Température minimale","Tabligbo","°C","2003","23.2583333333333"
"Température minimale","Tabligbo","°C","2004","23.0583333333333"
"Température minimale","Tabligbo","°C","2005","23.1583333333333"
"Température minimale","Tabligbo","°C","2006","23.1979352278546"
"Température minimale","Tabligbo","°C","2007","22.8249564772145"
"Température minimale","Tabligbo","°C","2008","22.7416666666667"
"Température minimale","Tabligbo","°C","2009","23.1333333333333"
"Température minimale","Tabligbo","°C","2010","23.5591666666667"
"Température minimale","Tabligbo","°C","2011","22.9033333333333"
"Température minimale","Tabligbo","°C","2012","22.9452777777778"
"Température minimale","Tabligbo","°C","2013","22.9544444444444"
"Température minimale","Tabligbo","°C","2014","23.0572222222222"
"Température minimale","Tabligbo","°C","2015","23.0675"
"Température minimale","Tabligbo","°C","2016","25.3"
"Température minimale","Tabligbo","°C","2017","23.5"
"Température minimale","Tabligbo","°C","2018","23.5841666666667"
"Température minimale","Tabligbo","°C","2019","23.8566666666667"
"Température minimale","Tabligbo","°C","2020","23.6644444444444"
"Température minimale","Tabligbo","°C","2021","23.9594444444444"
"Température minimale","Tabligbo","°C","2022","23.5711111111111"
"Température minimale","Kouma-Konda","°C","1961","19.05"
"Température minimale","Kouma-Konda","°C","1962","18.6459988776655"
"Température minimale","Kouma-Konda","°C","1963","19.3333333333333"
"Température minimale","Kouma-Konda","°C","1964","20.2182291666667"
"Température minimale","Kouma-Konda","°C","1965","19.3118903444164"
"Température minimale","Kouma-Konda","°C","1966","19.2138888888889"
"Température minimale","Kouma-Konda","°C","1967","19.1"
"Température minimale","Kouma-Konda","°C","1968","19.3708333333333"
"Température minimale","Kouma-Konda","°C","1969","19.4841145833333"
"Température minimale","Kouma-Konda","°C","1970","18.6706018518519"
"Température minimale","Kouma-Konda","°C","1971","19.2511621860971"
"Température minimale","Kouma-Konda","°C","1972","19.280272516835"
"Température minimale","Kouma-Konda","°C","1973","19.3403340004501"
"Température minimale","Kouma-Konda","°C","1974","19.2515891602209"
"Température minimale","Kouma-Konda","°C","1975","19.1945884931041"
"Température minimale","Kouma-Konda","°C","1976","19.0916666666667"
"Température minimale","Kouma-Konda","°C","1977","19.6416666666667"
"Température minimale","Kouma-Konda","°C","1978","19.275"
"Température minimale","Kouma-Konda","°C","1979","19.5916666666667"
"Température minimale","Kouma-Konda","°C","1980","19.7333333333333"
"Température minimale","Kouma-Konda","°C","1981","19.6333333333333"
"Température minimale","Kouma-Konda","°C","1982","19.25"
"Température minimale","Kouma-Konda","°C","1983","19.3333333333333"
"Température minimale","Kouma-Konda","°C","1984","19.25"
"Température minimale","Kouma-Konda","°C","1985","19.1"
"Température minimale","Kouma-Konda","°C","1986","19"
"Température minimale","Kouma-Konda","°C","1987","19.7583333333333"
"Température minimale","Kouma-Konda","°C","1988","19.6833333333333"
"Température minimale","Kouma-Konda","°C","1989","19.475"
"Température minimale","Kouma-Konda","°C","1990","20.5583333333333"
"Température minimale","Kouma-Konda","°C","1991","20.2"
"Température minimale","Kouma-Konda","°C","1992","20.2416666666667"
"Température minimale","Kouma-Konda","°C","1993","20.4833333333333"
"Température minimale","Kouma-Konda","°C","1994","20.3833333333333"
"Température minimale","Kouma-Konda","°C","1995","20.45"
"Température minimale","Kouma-Konda","°C","1996","20.3083333333333"
"Température minimale","Kouma-Konda","°C","1997","20.3916666666667"
"Température minimale","Kouma-Konda","°C","1998","20.8166666666667"
"Température minimale","Kouma-Konda","°C","1999","20.1166666666667"
"Température minimale","Kouma-Konda","°C","2000","20.2166666666667"
"Température minimale","Kouma-Konda","°C","2001","20.25"
"Température minimale","Kouma-Konda","°C","2002","20.4416666666667"
"Température minimale","Kouma-Konda","°C","2003","20.3666666666667"
"Température minimale","Kouma-Konda","°C","2004","20.4833333333333"
"Température minimale","Kouma-Konda","°C","2005","20.35"
"Température minimale","Kouma-Konda","°C","2006","20.5434139784946"
"Température minimale","Kouma-Konda","°C","2007","20.3597319508449"
"Température minimale","Kouma-Konda","°C","2008","20.25"
"Température minimale","Kouma-Konda","°C","2009","20.5166666666667"
"Température minimale","Kouma-Konda","°C","2010","20.8752777777778"
"Température minimale","Kouma-Konda","°C","2011","20.4538888888889"
"Température minimale","Kouma-Konda","°C","2012","20.3566666666667"
"Température minimale","Kouma-Konda","°C","2013","20.4269444444444"
"Température minimale","Kouma-Konda","°C","2014","20.3497222222222"
"Température minimale","Kouma-Konda","°C","2015","20.3122222222222"
"Température minimale","Kouma-Konda","°C","2016","21"
"Température minimale","Kouma-Konda","°C","2017","20.9"
"Température minimale","Kouma-Konda","°C","2018","20.9083333333333"
"Température minimale","Kouma-Konda","°C","2019","21.2427777777778"
"Température minimale","Kouma-Konda","°C","2020","20.8741666666667"
"Température minimale","Kouma-Konda","°C","2021","20.8711111111111"
"Température minimale","Kouma-Konda","°C","2022","20.5533333333333"
"Température minimale","Atakpamé","°C","1961","20.0852764976959"
"Température minimale","Atakpamé","°C","1962","19.9194719662058"
"Température minimale","Atakpamé","°C","1963","20.3480913978495"
"Température minimale","Atakpamé","°C","1964","20.2389247311828"
"Température minimale","Atakpamé","°C","1965","21.1806752432156"
"Température minimale","Atakpamé","°C","1966","20.6997203020993"
"Température minimale","Atakpamé","°C","1967","20.6710874295955"
"Température minimale","Atakpamé","°C","1968","21.4863107156099"
"Température minimale","Atakpamé","°C","1969","21.2105197132617"
"Température minimale","Atakpamé","°C","1970","21.1300396825397"
"Température minimale","Atakpamé","°C","1971","20.3889970558116"
"Température minimale","Atakpamé","°C","1972","21.074485230503"
"Température minimale","Atakpamé","°C","1973","20.9601465693804"
"Température minimale","Atakpamé","°C","1974","20.777178655296"
"Température minimale","Atakpamé","°C","1975","20.5699923195085"
"Température minimale","Atakpamé","°C","1976","20.5500862068966"
"Température minimale","Atakpamé","°C","1977","21.2503059395801"
"Température minimale","Atakpamé","°C","1978","21.0257232462878"
"Température minimale","Atakpamé","°C","1979","21.391421530978"
"Température minimale","Atakpamé","°C","1980","21.3402073291311"
"Température minimale","Atakpamé","°C","1981","21.3574244751664"
"Température minimale","Atakpamé","°C","1982","21.2831534818228"
"Température minimale","Atakpamé","°C","1983","21.6355709165387"
"Température minimale","Atakpamé","°C","1984","21.4098643554567"
"Température minimale","Atakpamé","°C","1985","21.3426446492576"
"Température minimale","Atakpamé","°C","1986","21.218972734255"
"Température minimale","Atakpamé","°C","1987","21.9370698924731"
"Température minimale","Atakpamé","°C","1988","21.6055938697318"
"Température minimale","Atakpamé","°C","1989","21.3840962621608"
"Température minimale","Atakpamé","°C","1990","21.6265335381464"
"Température minimale","Atakpamé","°C","1991","21.425"
"Température minimale","Atakpamé","°C","1992","21.3583333333333"
